Site,Título,URL,Dia,Mês,bolsonaro,caracteres total,palavras total,caracteres sem nome,palavras sem nome
O Globo,Flávio Bolsonaro na mira do gabinete do ódio,https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-na-mira-do-gabinete-do-odio-23994481,2019-10-04,2019-10,Sim,44,6,28,4
O Globo,"Eduardo Bolsonaro se calou na decisão de Gilmar sobre o Flávio, diz Frota",https://epoca.globo.com/guilherme-amado/eduardo-bolsonaro-se-calou-na-decisao-de-gilmar-sobre-flavio-diz-frota-23996652,2019-10-04,2019-10,Sim,73,7,57,5
O Globo,"Após ruptura com Witzel, Flávio articula encontro com secretário do Tesouro Nacional e se diz favorável à manutenção do Regime de Recuperação Fiscal",https://oglobo.globo.com/rio/apos-ruptura-com-witzel-flavio-articula-encontro-com-secretario-do-tesouro-nacional-se-diz-favoravel-manutencao-do-regime-de-recuperacao-fiscal-23996661,2019-10-04,2019-10,Não,148,4,142,3
O Globo,"Após ruptura com Witzel, Flávio se diz favorável à manutenção do Regime de Recuperação Fiscal",https://oglobo.globo.com/rio/apos-ruptura-com-witzel-flavio-se-diz-favoravel-manutencao-do-regime-de-recuperacao-fiscal-23996661,2019-10-04,2019-10,Não,93,4,87,3
Veja,Gilmar solta Flávio Bolsonaro antes de ele ser preso,https://veja.abril.com.br/blog/sensacionalista/gilmar-solta-flavio-bolsonaro-antes-de-ele-ser-preso/,2019-10-04,2019-10,Sim,52,6,36,4
O Globo,Prefeita que chamou Bolsonaro de 'fascista' e 'homofóbico' posa com Flávio,https://epoca.globo.com/guilherme-amado/prefeita-que-chamou-bolsonaro-de-fascista-homofobico-posa-com-flavio-23997913,2019-10-06,2019-10,Sim,74,8,58,6
Congresso em Foco,"Olímpio pede para Carlos, Eduardo e Flavio: Não encher o saco e sair do PSL",https://congressoemfoco.uol.com.br/governo/olimpio-pede-para-carlos-eduardo-e-flavio-nao-encher-o-saco-e-sair-do-psl/,2019-10-09,2019-10,Não,75,7,69,6
O Globo,"Evento conservador organizado por Eduardo ignora Flávio, Carlos e Joice",https://epoca.globo.com/guilherme-amado/evento-conservador-organizado-por-eduardo-ignora-flavio-carlos-joice-24011842,2019-10-11,2019-10,Não,71,6,65,5
Veja,"Esquece o PSL, o Queiroz, o Flávio e a rachadinha, diz Bolsonaro",https://veja.abril.com.br/blog/sensacionalista/esquece-o-psl-o-queiroz-o-flavio-e-a-rachadinha-diz-bolsonaro/,2019-10-11,2019-10,Sim,64,7,48,5
Veja,Flávio Bolsonaro descansa em paz,https://veja.abril.com.br/blog/noblat/flavio-bolsonaro-descansa-em-paz/,2019-10-15,2019-10,Sim,32,6,16,4
Congresso em Foco,"Eduardo e Flávio Bolsonaro serão destituídos da direção do PSL, diz aliado de Bivar",https://congressoemfoco.uol.com.br/especial/noticias/eduardo-e-flavio-bolsonaro-serao-destituidos-da-direcao-do-psl-diz-aliado-de-bivar/,2019-10-16,2019-10,Sim,83,7,67,5
Congresso em Foco,Líder do PSL chama Flávio Bolsonaro de “bandido de estimação”,https://congressoemfoco.uol.com.br/corrupcao/lider-do-psl-chama-flavio-bolsonaro-de-bandido-de-estimacao/,2019-10-16,2019-10,Sim,61,5,45,3
O Globo,Bivar evita falar sobre possível destituição de Flávio e Eduardo Bolsonaro de diretórios do PSL,https://oglobo.globo.com/brasil/bivar-evita-falar-sobre-possivel-destituicao-de-flavio-eduardo-bolsonaro-de-diretorios-do-psl-24024789,2019-10-17,2019-10,Sim,95,5,79,3
O Globo,Bivar evita falar sobre possível destituição de Flávio e Eduardo Bolsonaro de diretórios do PSL,https://oglobo.globo.com/brasil/bivar-evita-falar-sobre-possivel-destituicao-de-flavio-eduardo-bolsonaro-de-diretorios-do-psl-1-24024789,2019-10-17,2019-10,Sim,95,5,79,3
Valor,Bivar pretende tirar Flávio e Eduardo Bolsonaro de chefias regionais do PSL,https://valor.globo.com/politica/noticia/2019/10/17/bivar-pretende-tirar-flavio-e-eduardo-bolsonaro-de-chefias-regionais-do-psl.ghtml,2019-10-17,2019-10,Sim,75,5,59,3
Congresso em Foco,Bivaristas devem substituir Flávio e Eduardo no comando do PSL em RJ e SP,https://congressoemfoco.uol.com.br/especial/noticias/bivaristas-devem-substituir-flavio-e-eduardo-no-comando-do-psl-em-rj-e-sp/,2019-10-17,2019-10,Não,73,10,67,9
O Globo,Saída de Flávio e Eduardo Bolsonaro de diretórios será formalizada na próxima semana,https://oglobo.globo.com/brasil/saida-de-flavio-eduardo-bolsonaro-de-diretorios-sera-formalizada-na-proxima-semana-1-24026937,2019-10-18,2019-10,Sim,84,5,68,3
Veja,Silêncio para proteger Flávio,https://veja.abril.com.br/blog/noblat/silencio-para-proteger-flavio/,2019-10-19,2019-10,Não,29,8,23,7
Congresso em Foco,"Marcado por Queiroz, Flávio submerge na articulação política",https://congressoemfoco.uol.com.br/legislativo/conheca-flavio-o-unico-filho-de-bolsonaro-que-nao-comentou-a-crise-do-psl/,2019-10-19,2019-10,Não,60,7,54,6
O Globo,Flávio Bolsonaro submerge na crise do PSL,https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-submerge-na-crise-do-psl-24028837,2019-10-20,2019-10,Sim,41,6,25,4
Folha,"Flávio, Carlos e Eduardo têm rede de fake news com 1.500 perfis, diz Joice",https://www1.folha.uol.com.br/poder/2019/10/flavio-carlos-e-eduardo-tem-rede-de-fake-news-com-1500-perfis-diz-joice.shtml,2019-10-22,2019-10,Não,74,7,68,6
O Globo,Bivar minimiza possibilidade de afastar Flávio e Eduardo Bolsonaro do comando do PSL no Rio e em São Paulo,https://oglobo.globo.com/brasil/bivar-minimiza-possibilidade-de-afastar-flavio-eduardo-bolsonaro-do-comando-do-psl-no-rio-em-sao-paulo-24034463,2019-10-22,2019-10,Sim,106,5,90,3
O Globo,"Joice diz que assessores de Carlos, Eduardo e Flávio Bolsonaro atuam com perfis falsos nas redes",https://oglobo.globo.com/brasil/joice-diz-que-assessores-de-carlos-eduardo-flavio-bolsonaro-atuam-com-perfis-falsos-nas-redes-1-24034532,2019-10-22,2019-10,Sim,96,5,80,3
O Globo,"Joice Hasselmann diz que assessores de Carlos, Eduardo e Flávio Bolsonaro atuam com perfis falsos nas redes",https://oglobo.globo.com/brasil/joice-hasselmann-diz-que-assessores-de-carlos-eduardo-flavio-bolsonaro-atuam-com-perfis-falsos-nas-redes-24034532,2019-10-22,2019-10,Sim,107,5,91,3
O Globo,"Joice diz que assessores de Carlos, Eduardo e Flávio Bolsonaro atuam com perfis falsos dentro do Planalto",https://oglobo.globo.com/brasil/joice-diz-que-assessores-de-carlos-eduardo-flavio-bolsonaro-atuam-com-perfis-falsos-dentro-do-planalto-24034532,2019-10-22,2019-10,Sim,105,5,89,3
O Globo,Bancada do PSL no Rio ignora apelo de Flávio Bolsonaro,https://epoca.globo.com/guilherme-amado/bancada-do-psl-no-rio-ignora-apelo-de-flavio-bolsonaro-24034810,2019-10-22,2019-10,Sim,54,7,38,5
O Globo,"Pedido de prestação de contas ao PSL aponta 'confissão' Eduardo e Flávio Bolsonaro, diz Bivar",https://oglobo.globo.com/brasil/pedido-de-prestacao-de-contas-ao-psl-aponta-confissao-eduardo-flavio-bolsonaro-diz-bivar-24036720,2019-10-23,2019-10,Sim,93,6,77,4
O Globo,"O Queiroz cuida da vida dele e eu cuido da minha', diz Bolsonaro sobre áudio de ex-assessor de Flávio",https://oglobo.globo.com/brasil/o-queiroz-cuida-da-vida-dele-eu-cuido-da-minha-diz-bolsonaro-sobre-audio-de-ex-assessor-de-flavio-24039365,2019-10-24,2019-10,Sim,101,1,85,-1
O Globo,Flávio Bolsonaro nega relação com Queiroz e diz que ex-assessor reclama em aúdio sobre cargos,https://oglobo.globo.com/brasil/flavio-bolsonaro-nega-relacao-com-queiroz-diz-que-ex-assessor-reclama-em-audio-sobre-cargos-24040175,2019-10-24,2019-10,Sim,93,6,77,4
O Globo,Flávio Bolsonaro nega relação com Queiroz e diz que ex-assessor reclama em aúdio acesso a cargos,https://oglobo.globo.com/brasil/flavio-bolsonaro-nega-relacao-com-queiroz-diz-que-ex-assessor-reclama-em-audio-acesso-cargos-24040175,2019-10-24,2019-10,Sim,96,6,80,4
Veja,Flávio Bolsonaro diz que não fala com Queiroz ‘há quase um ano’,https://veja.abril.com.br/blog/radar/flavio-bolsonaro-diz-que-nao-fala-com-queiroz-ha-quase-um-ano/,2019-10-24,2019-10,Sim,63,6,47,4
Valor,"‘Queiroz não tem acesso ao meu gabinete’, diz Flávio Bolsonaro",https://valor.globo.com/politica/noticia/2019/10/24/queiroz-no-tem-acesso-ao-meu-gabinete-diz-flvio-bolsonaro.ghtml,2019-10-24,2019-10,Sim,62,8,46,6
O Globo,Assessor de Flávio Bolsonaro faz piada com morte de Marielle em grupo de WhatsApp no Senado,https://epoca.globo.com/guilherme-amado/assessor-de-flavio-bolsonaro-faz-piada-com-morte-de-marielle-em-grupo-de-whatsapp-no-senado-24043548,2019-10-26,2019-10,Sim,91,8,75,6
Veja,Galã da Globo curte post de Flávio Bolsonaro contra a emissora,https://veja.abril.com.br/blog/veja-gente/gala-global-curte-post-de-flavio-bolsonaro-contra-a-emissora/,2019-10-30,2019-10,Sim,62,4,46,2
Veja,Flávio Bolsonaro distante do pai no caso Marielle,https://veja.abril.com.br/blog/radar/flavio-bolsonaro-distante-do-pai-no-caso-marielle/,2019-10-30,2019-10,Sim,49,6,33,4
Valor,Flávio Bolsonaro diz que tentativa de cassar irmão ‘já é o próprio AI-6’,https://valor.globo.com/politica/noticia/2019/11/01/flavio-bolsonaro-diz-que-tentativa-de-cassar-irmao-ja-e-o-proprio-ai-6.ghtml,2019-11-01,2019-11,Sim,72,6,56,4
Veja,Flávio Bolsonaro apoia prisão após segunda instância,https://veja.abril.com.br/blog/radar/flavio-bolsonaro-apoia-prisao-apos-segunda-instancia/,2019-11-05,2019-11,Sim,52,6,36,4
O Globo,"Para Flávio Bolsonaro, leilão do pré-sal vai ajudar equilíbrio das contas de estados e municípios",https://oglobo.globo.com/economia/para-flavio-bolsonaro-leilao-do-pre-sal-vai-ajudar-equilibrio-das-contas-de-estados-municipios-24064778,2019-11-06,2019-11,Sim,97,4,81,2
Veja,‘AI-5 e hienas’ fizeram Flávio quebrar o pau com Eduardo e Carluxo,https://veja.abril.com.br/blog/radar/ai-5-e-hienas-fizeram-flavio-quebrar-o-pau-com-eduardo-e-carluxo/,2019-11-08,2019-11,Não,66,5,60,4
Folha,STF enfrentará ação sobre Flávio Bolsonaro depois de decisão que soltou Lula,https://www1.folha.uol.com.br/poder/2019/11/stf-enfrentara-acao-sobre-flavio-bolsonaro-depois-de-decisao-que-soltou-lula.shtml,2019-11-10,2019-11,Sim,76,3,60,1
Veja,"Com Flávio na fila do STF, bolsonaristas continuam provocando a corte",https://veja.abril.com.br/blog/radar/com-flavio-na-fila-do-stf-bolsonaristas-continuam-provocando-a-corte/,2019-11-11,2019-11,Não,69,3,63,2
O Globo,Flávio Bolsonaro deixa o PSL e apoia criação de novo partido,https://oglobo.globo.com/brasil/flavio-bolsonaro-deixa-psl-apoia-criacao-de-novo-partido-24076994,2019-11-12,2019-11,Sim,60,6,44,4
O Globo,Flávio Bolsonaro deixa o PSL para apoiar campanha de criação de novo partido,https://oglobo.globo.com/brasil/flavio-bolsonaro-deixa-psl-para-apoiar-campanha-de-criacao-de-novo-partido-24076994,2019-11-12,2019-11,Sim,76,6,60,4
Congresso em Foco,Novo partido de Jair Bolsonaro deve contar apenas com Flávio no Senado,https://congressoemfoco.uol.com.br/legislativo/novo-partido-de-jair-bolsonaro-deve-contar-apenas-com-flavio-no-senado/,2019-11-12,2019-11,Sim,70,4,54,2
O Globo,Caso Queiroz não deve impedir Flávio Bolsonaro de assumir presidência do 'Aliança pelo Brasil',https://oglobo.globo.com/brasil/caso-queiroz-nao-deve-impedir-flavio-bolsonaro-de-assumir-presidencia-do-alianca-pelo-brasil-24078273,2019-11-13,2019-11,Sim,94,4,78,2
O Globo,PSL diz que não recebeu definição sobre saídas de Flávio e Jair Bolsonaro,https://oglobo.globo.com/brasil/psl-diz-que-nao-recebeu-definicao-sobre-saidas-de-flavio-jair-bolsonaro-24079460,2019-11-13,2019-11,Sim,73,3,57,1
O Globo,Organização internacional cobra que STF derrube liminar favorável a Flávio Bolsonaro,https://oglobo.globo.com/brasil/organizacao-internacional-cobra-que-stf-derrube-liminar-favoravel-flavio-bolsonaro-24079693,2019-11-13,2019-11,Sim,84,11,68,9
Congresso em Foco,Flávio e Eduardo Bolsonaro devem integrar comando do novo partido do pai,https://congressoemfoco.uol.com.br/eleicoes/flavio-e-eduardo-bolsonaro-devem-integrar-comando-do-novo-partido-do-pai/,2019-11-13,2019-11,Sim,72,6,56,4
O Globo,"Apesar de caso Queiroz, Flavio Bolsonaro pode assumir presidência de 'Aliança pelo Brasil'",https://oglobo.globo.com/brasil/apesar-de-caso-queiroz-flavio-bolsonaro-pode-assumir-presidencia-de-alianca-pelo-brasil-24078187,2019-11-13,2019-11,Sim,90,6,74,4
O Globo,"Apesar de caso Queiroz, Flavio Bolsonaro pode assumir presidência do 'Aliança pelo Brasil'",https://oglobo.globo.com/brasil/apesar-de-caso-queiroz-flavio-bolsonaro-pode-assumir-presidencia-do-alianca-pelo-brasil-24078187,2019-11-13,2019-11,Sim,90,6,74,4
Folha,Reação a ordem de Toffoli eleva crise entre Ministério Público e STF às vésperas de análise do caso Flávio Bolsonaro,https://painel.blogfolha.uol.com.br/?p=34928,2019-11-15,2019-11,Sim,116,6,100,4
Congresso em Foco,Flávio diz que coleta de assinaturas do Aliança pelo Brasil começa dia 21,https://congressoemfoco.uol.com.br/especial/noticias/flavio-diz-que-coleta-de-assinaturas-do-alianca-pelo-brasil-comeca-dia-21/,2019-11-16,2019-11,Não,73,6,67,5
O Globo,Marcelo Araujo substitui Flávio Pinheiro na direção do Instituto Moreira Salles,https://oglobo.globo.com/cultura/marcelo-araujo-substitui-flaviopinheiro-na-direcao-do-instituto-moreira-salles-24087544,2019-11-18,2019-11,Não,79,7,73,6
O Globo,Aras pede para STF revogar decisão que paralisou investigação sobre Flávio Bolsonaro,https://oglobo.globo.com/brasil/aras-pede-para-stf-revogar-decisao-que-paralisou-investigacao-sobre-flavio-bolsonaro-1-24088536,2019-11-19,2019-11,Sim,84,4,68,2
O Globo,"No lugar de Flávio Bolsonaro, aliado de Witzel assume PSL do Rio",https://oglobo.globo.com/brasil/no-lugar-de-flavio-bolsonaro-aliado-de-witzel-assume-psl-do-rio-24088792,2019-11-19,2019-11,Sim,64,2,48,0
O Globo,"No lugar de Flávio Bolsonaro, aliado de Witzel assume PSL do Rio",https://oglobo.globo.com/brasil/no-lugar-de-flavio-bolsonaro-aliado-de-witzel-assume-psl-do-rio-1-24088792,2019-11-19,2019-11,Sim,64,2,48,0
O Globo,"PSL escolhe nova Executiva, sem Flávio e Eduardo Bolsonaro",https://oglobo.globo.com/brasil/psl-escolhe-nova-executiva-sem-flavio-eduardo-bolsonaro-24088969,2019-11-19,2019-11,Sim,58,3,42,1
Veja,Aras pede ao STF que revogue suspensão de inquérito sobre Flávio Bolsonaro,https://veja.abril.com.br/politica/aras-pede-ao-stf-que-revogue-suspensao-de-inquerito-sobre-flavio-bolsonaro/,2019-11-19,2019-11,Sim,74,4,58,2
Valor,Flávio Bolsonaro se desfilia do PSL; Bivar é reeleito presidente do partido,https://valor.globo.com/politica/noticia/2019/11/19/flavio-bolsonaro-se-desfilia-do-psl-bivar-e-reeleito-presidente-do-partido.ghtml,2019-11-19,2019-11,Sim,75,6,59,4
Valor,Aras pede para STF revogar decisão que envolve Flávio Bolsonaro,https://valor.globo.com/politica/noticia/2019/11/19/aras-pede-para-stf-revogar-decisao-que-envolve-flavio-bolsonaro.ghtml,2019-11-19,2019-11,Sim,63,4,47,2
Folha,Toffoli busca descolar Flávio Bolsonaro de debate no STF sobre dados sigilosos,https://www1.folha.uol.com.br/poder/2019/11/toffoli-busca-descolar-flavio-bolsonaro-de-debate-no-stf-sobre-dados-sigilosos.shtml,2019-11-20,2019-11,Sim,78,7,62,5
Veja,Toffoli nega relação de julgamento sobre Coaf com caso Flávio,https://veja.abril.com.br/politica/toffoli-nega-relacao-de-julgamento-sobre-coaf-com-caso-flavio/,2019-11-20,2019-11,Não,61,7,55,6
Valor,Toffoli: Não está em julgamento caso do senador Flávio Bolsonaro,https://valor.globo.com/politica/noticia/2019/11/20/toffoli-nao-esta-em-julgamento-caso-do-senador-flavio-bolsonaro.ghtml,2019-11-20,2019-11,Sim,64,8,48,6
R7,"De Flavio Bolsonaro a STF sob pressão, as polêmicas do caso Coaf em 5 pontos</a",http://noticias.r7.com/brasil/de-flavio-bolsonaro-a-stf-sob-pressao-as-polemicas-do-caso-coaf-em-5-pontos-19112019,2019-11-20,2019-11,Sim,79,2,63,0
O Globo,Flávio Bolsonaro diz que terá assinaturas para homologação do Aliança pelo Brasil até o fim do ano,https://oglobo.globo.com/brasil/flavio-bolsonaro-diz-que-tera-assinaturas-para-homologacao-do-alianca-pelo-brasil-ate-fim-do-ano-24091659,2019-11-21,2019-11,Sim,98,6,82,4
O Globo,Flávio Bolsonaro diz que terá assinaturas para homologação do Aliança pelo Brasil até o fim do ano,https://oglobo.globo.com/brasil/flavio-bolsonaro-diz-que-tera-assinaturas-para-homologacao-do-alianca-pelo-brasil-ate-fim-do-ano-1-24091659,2019-11-21,2019-11,Sim,98,6,82,4
O Globo,Bolsonaro será o presidente do partido Aliança pelo Brasil; Flávio assumirá a vice-presidência,https://oglobo.globo.com/brasil/bolsonaro-sera-presidente-do-partido-alianca-pelo-brasil-flavio-assumira-vice-presidencia-24091786,2019-11-21,2019-11,Sim,94,9,78,7
O Globo,MP do Rio afirma que não cometeu ilegalidade no caso Flávio Bolsonaro,https://epoca.globo.com/guilherme-amado/mp-do-rio-afirma-que-nao-cometeu-ilegalidade-no-caso-flavio-bolsonaro-24092864,2019-11-21,2019-11,Sim,69,2,53,0
O Globo,MP do Rio afirma que não cometeu ilegalidade no caso Flávio Bolsonaro,https://epoca.globo.com/guilherme-amado/mp-do-rio-afirma-que-nao-cometeu-ilegalidade-no-caso-flavio-bolsonaro-1-24092864,2019-11-21,2019-11,Sim,69,2,53,0
Valor,MPRJ diz que não pediu dados sobre Flávio Bolsonaro à UIF,https://valor.globo.com/politica/noticia/2019/11/21/mprj-diz-que-nao-pediu-dados-sobre-flavio-bolsonaro-a-uif.ghtml,2019-11-21,2019-11,Sim,57,4,41,2
Congresso em Foco,Jair e Flávio Bolsonaro serão presidente e vice do Aliança pelo Brasil,https://congressoemfoco.uol.com.br/especial/noticias/jair-e-flavio-bolsonaro-serao-presidente-e-vice-do-alianca-pelo-brasil/,2019-11-21,2019-11,Sim,70,4,54,2
Congresso em Foco,Dados do Coaf: entendimento de Toffoli pode beneficiar Flavio Bolsonaro,https://congressoemfoco.uol.com.br/judiciario/dados-do-coaf-entendimento-de-toffoli-pode-beneficiar-flavio/,2019-11-21,2019-11,Sim,71,5,55,3
Folha,Ministério Público do Rio abre 3ª investigação contra Flávio Bolsonaro,https://www1.folha.uol.com.br/poder/2019/11/ministerio-publico-do-rio-abre-3a-investigacao-contra-flavio-bolsonaro.shtml,2019-11-22,2019-11,Sim,70,10,54,8
O Globo,MP abre nova investigação para apurar 'funcionários fantasmas' de Flávio Bolsonaro,https://oglobo.globo.com/brasil/mp-abre-nova-investigacao-para-apurar-funcionarios-fantasmas-de-flavio-bolsonaro-1-24094208,2019-11-22,2019-11,Sim,82,2,66,0
O Globo,MP tem nova investigação sobre 'rachadinha' em gabinete de Flávio Bolsonaro,https://oglobo.globo.com/brasil/mp-tem-nova-investigacao-sobre-rachadinha-em-gabinete-de-flavio-bolsonaro-24094464,2019-11-22,2019-11,Sim,75,2,59,0
O Globo,MP abre nova investigação para apurar 'funcionários fantasmas' de Flávio Bolsonaro,https://oglobo.globo.com/brasil/mp-abre-nova-investigacao-para-apurar-funcionarios-fantasmas-de-flavio-bolsonaro-2-24094208,2019-11-22,2019-11,Sim,82,2,66,0
O Globo,MP tem nova investigação sobre 'funcionário fantasma' em gabinete de Flávio Bolsonaro,https://oglobo.globo.com/brasil/mp-tem-nova-investigacao-sobre-funcionario-fantasma-em-gabinete-de-flavio-bolsonaro-24094464,2019-11-22,2019-11,Sim,85,2,69,0
O Globo,MP tem nova investigação sobre 'funcionários fantasmas' em gabinete de Flávio Bolsonaro,https://oglobo.globo.com/brasil/mp-tem-nova-investigacao-sobre-funcionarios-fantasmas-em-gabinete-de-flavio-bolsonaro-24094464,2019-11-22,2019-11,Sim,87,2,71,0
Veja,"Witzel corta seguranças de deputados; ‘covardia’, diz Flávio",https://veja.abril.com.br/blog/radar/witzel-corta-segurancas-de-deputados-covardia-diz-flavio/,2019-11-25,2019-11,Não,60,6,54,5
Congresso em Foco,Flávio Bolsonaro admite assinatura em papel para criar Aliança,https://congressoemfoco.uol.com.br/especial/noticias/flavio-bolsonaro-admite-assinatura-em-papel-para-criar-alianca/,2019-11-26,2019-11,Sim,62,6,46,4
Folha,STF indica tendência para liberar investigações como a de Flávio Bolsonaro,https://www1.folha.uol.com.br/poder/2019/11/stf-indica-tendencia-para-liberar-investigacoes-como-a-de-flavio-bolsonaro.shtml,2019-11-27,2019-11,Sim,74,3,58,1
O Globo,Flávio Bolsonaro ignora mensagens de Witzel há dois meses,https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-ignora-mensagens-de-witzel-ha-dois-meses-24105576,2019-11-28,2019-11,Sim,57,6,41,4
Veja,Suplente de Flávio Bolsonaro assume tesouraria do PSL do Rio,https://veja.abril.com.br/politica/suplente-de-flavio-bolsonaro-assume-tesouraria-do-psl-do-rio/,2019-11-28,2019-11,Sim,60,8,44,6
Folha,Decisão do Supremo impõe derrota a Toffoli após polêmicas sobre Flávio e 'devassa',https://www1.folha.uol.com.br/poder/2019/11/decisao-do-supremo-impoe-derrota-a-toffoli-apos-polemicas-sobre-flavio-e-devassa.shtml,2019-11-29,2019-11,Não,82,7,76,6
O Globo,"Gilmar Mendes revoga decisão, e investigações contra Flávio Bolsonaro podem ser retomadas",https://oglobo.globo.com/brasil/gilmar-mendes-revoga-decisao-investigacoes-contra-flavio-bolsonaro-podem-ser-retomadas-24110533,2019-11-29,2019-11,Sim,89,6,73,4
Congresso em Foco,"Após decisão do STF, MP deve retomar caso contra Flávio",https://congressoemfoco.uol.com.br/justica/apos-decisao-do-stf-mp-deve-retomar-caso-contra-flavio/,2019-11-29,2019-11,Não,55,4,49,3
R7,O que acontece com investigação contra Flávio Bolsonaro após decisão do STF?</a,http://noticias.r7.com/brasil/o-que-acontece-com-investigacao-contra-flavio-bolsonaro-apos-decisao-do-stf-28112019,2019-11-29,2019-11,Sim,79,1,63,-1
Folha,Gilmar Mendes libera investigação sobre Flávio Bolsonaro,https://www1.folha.uol.com.br/poder/2019/11/gilmar-mendes-libera-investigacao-sobre-flavio-bolsonaro.shtml,2019-11-30,2019-11,Sim,56,6,40,4
Congresso em Foco,Gilmar libera MP para retomar investigações contra Flávio Bolsonaro,https://congressoemfoco.uol.com.br/corrupcao/gilmar-libera-mp-para-retomar-investigacoes-contra-flavio-bolsonaro/,2019-11-30,2019-11,Sim,67,6,51,4
Folha,Promotoria vai retomar investigação sobre Flávio Bolsonaro após decisão do STF,https://www1.folha.uol.com.br/poder/2019/12/promotoria-vai-retomar-investigacao-sobre-flavio-bolsonaro-apos-decisao-do-stf.shtml,2019-12-04,2019-12,Sim,78,10,62,8
O Globo,Flávio Bolsonaro e a Saúde do Rio de Janeiro,https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-a-saude-do-rio-de-janeiro-24116573,2019-12-04,2019-12,Sim,44,6,28,4
Valor,Decisão do STF abre brecha para barrar ação contra Flávio Bolsonaro,https://valor.globo.com/politica/noticia/2019/12/04/decisao-do-stf-abre-brecha-para-barrar-acao-contra-flavio-bolsonaro.ghtml,2019-12-04,2019-12,Sim,67,7,51,5
Valor,MP rebate defesa de Flávio Bolsonaro e diz que recebeu dados pelo Sistema Eletrônico do Coaf,https://valor.globo.com/politica/noticia/2019/12/04/mp-rebate-defesa-de-flvio-bolsonaro-e-diz-que-recebeu-dados-pelo-sistema-eletrnico-do-coaf.ghtml,2019-12-04,2019-12,Sim,92,2,76,0
Veja,MP-RJ rebate Flávio e diz que acessou dados financeiros por meios formais,https://veja.abril.com.br/politica/mp-rj-rebate-flavio-e-diz-que-acessou-dados-do-ex-coaf-por-meios-formais/,2019-12-05,2019-12,Não,73,5,67,4
Congresso em Foco,Flávio diz que votou para aumentar o fundão por desatenção,https://congressoemfoco.uol.com.br/legislativo/flavio-diz-que-votou-para-aumentar-o-fundao-por-desatencao/,2019-12-05,2019-12,Não,58,6,52,5
O Globo,"Suspensa há 4 meses, investigação sobre Flávio Bolsonaro é retomada pelo MP",https://oglobo.globo.com/brasil/suspensa-ha-4-meses-investigacao-sobre-flavio-bolsonaro-retomada-pelo-mp-24121500,2019-12-06,2019-12,Sim,75,8,59,6
O Globo,"MP retoma investigação sobre Flávio Bolsonaro, há quatro meses suspensa",https://oglobo.globo.com/brasil/mp-retoma-investigacao-sobre-flavio-bolsonaro-ha-quatro-meses-suspensa-24121531,2019-12-06,2019-12,Sim,71,2,55,0
Valor,Flávio Bolsonaro diz que se enganou ao votar a favor de aumento do fundo eleitoral,https://valor.globo.com/politica/noticia/2019/12/06/flavio-bolsonaro-diz-que-se-enganou-ao-votar-a-favor-de-aumento-do-fundo-eleitoral.ghtml,2019-12-06,2019-12,Sim,82,6,66,4
Congresso em Foco,Flávio Dino quer assumir gestão dos lençóis maranhenses,https://congressoemfoco.uol.com.br/meio-ambiente/flavio-dino-quer-assumir-gestao-dos-lencois-maranhenses/,2019-12-06,2019-12,Não,55,6,49,5
Congresso em Foco,Ao vivo: CPI das fake news ouve suplente de Flávio Bolsonaro,https://congressoemfoco.uol.com.br/video/ao-vivo-cpi-das-fake-news-ouve-suplente-de-flavio-bolsonaro/,2019-12-10,2019-12,Sim,60,2,44,0
Veja,Defesa de Flávio no caso Queiroz deve sofrer mudanças,https://veja.abril.com.br/blog/radar/defesa-de-flavio-no-caso-queiroz-deve-sofrer-mudancas/,2019-12-13,2019-12,Não,53,6,47,5
Veja,Flávio nega que advogado Wassef vá deixar defesa,https://veja.abril.com.br/blog/radar/flavio-nega-que-advogado-wassef-va-deixar-defesa/,2019-12-13,2019-12,Não,48,6,42,5
Veja,Witzel credita ataques de Bolsonaro a receio sobre Flávio e Carlos,https://veja.abril.com.br/blog/radar/witzel-credita-ataques-de-bolsonaro-a-receio-sobre-flavio-e-carlos/,2019-12-13,2019-12,Sim,66,6,50,4
Veja,Flávio compartilha notícia contra Witzel em grupo de WhatsApp,https://veja.abril.com.br/blog/radar/flavio-compartilha-noticia-contra-witzel-em-grupo-de-whatsapp/,2019-12-13,2019-12,Não,61,6,55,5
Folha,Fabrício Queiroz e outros ex-assessores de Flávio Bolsonaro são alvo de operação no Rio,https://www1.folha.uol.com.br/poder/2019/12/fabricio-queiroz-e-ex-assessores-de-flavio-bolsonaro-sao-alvo-de-operacao-no-rio.shtml,2019-12-18,2019-12,Sim,87,8,71,6
Folha,Weintraub auditará chocolatinhos vendidos por Flávio Bolsonaro,https://renatoterra.blogfolha.uol.com.br/?p=671,2019-12-18,2019-12,Sim,62,9,46,7
Folha,"Após operação da Promotoria do Rio, Bolsonaro silencia e recebe Flávio no Alvorada",https://www1.folha.uol.com.br/poder/2019/12/apos-operacao-da-promotoria-do-rio-bolsonaro-silencia-e-recebe-flavio-no-alvorada.shtml,2019-12-18,2019-12,Sim,82,4,66,2
